龍的話	28
守住然	28
守住然後	28
我守住	28
他可以	28
為他不	28
因為他不	28
其他人	28
打死我	28
死然後	28
的操作	28
定不會	28
會死我	28
是烈咬	28
是烈咬陸	28
是烈咬陸鯊	28
了我們	28
可能性	28
啦但是	28
可能比較	28
的烈咬陸	28
的烈咬陸鯊	28
我想說	28
所以可	28
沒有辦	28
沒有辦法	28
他剛才	28
也不是不	28
盾劍怪	28
寄生種	28
生種子	28
寄生種子	28
沒有問	28
沒有問題	28
找夥伴	28
河馬獸	28
來看一	28
那這樣的	28
會不會	27
的空間	27
你可以	27
屬性上	27
的弱點	27
我也是	27
應該就	27
是不太	27
也是不	27
的力度	27
右邊就	27
這就是	27
後排是	27
嘛所以	27
的意思	27
他只要	27
守住吧	27
要下去	27
血然後	27
現在我	27
沒有守	27
沒有守住	27
堅盾劍	27
堅盾劍怪	27
想一下	27
火爆獸	27
自我暗	27
我暗示	27
自我暗示	27
所以說	26
問題是	26
的第一	26
為對面	26
因為對面	26
是選擇	26
的情況下	26
呢就是	26
妖精系	26
能力點	26
晴天隊	26
他的特	26
的影片	26
強化手	26
他如果是	26
蠻強的	26
以我可	26
所以我可	26
來一次他	26
再來一次他	26
大概是	26
他就算	26
可能可	26
先解決	26
我就可	26
我就可以	26
他有可	26
他有可能	26
不是披	26
不是披帶	26
但是沒有	26
那麼好	26
那其實	26
他自己	26
噴射火	26
射火焰	26
噴射火焰	26
其實應	26
實應該	26
其實應該	26
在那邊	26
了因為他	26
刷刷茶	26
的選擇	26
會擊掌	26
好的那	26
的那我	26
一般來	26
般來說	26
一般來說	26
西獅海	26
獅海壬	26
西獅海壬	26
輔助力	26
助力量	26
輔助力量	26
來看一下	26
對手是	26
那這樣的話	26
本來就	25
就不會	25
的咆哮	25
的咆哮虎	25
經常會	25
吧所以	25
會死的	25
有必要	25
我就是	25
以就這	25
所以就這	25
可能可以	25
他也不	25
蠻高的	25
他就是	25
不是圍	25
不是圍巾	25
點不點	25
實可以	25
開晴天	25
能應該	25
也沒什	25
也沒什麼	25
我先下	25
我先下去	25
比較不	25
剩下的	25
我也不會	25
這個回	25
對我來	25
我來說	25
對我來說	25
點不好	25
有點不好	25
金勾臂	25
玄魚的	25
不下去	25
可以了	25
個傷害	25
無防守	25
那這邊	24
現在的	24
如果沒	24
的這個	24
意思是	24
能還是	24
可能還是	24
人可能	24
不可以	24
基本上	24
比較多	24
技能可以	24
快一點	24
順風隊	24
是他的	24
看到我	24
種隊伍	24
以可能	24
後他這裡	24
點右邊	24
邊就好	24
話那我	24
的話那我	24
開個順	24
開個順風	24
右邊好了	24
把我的	24
可能打	24
以就這四	24
所以就這四	24
以就這四個	24
所以就這四個	24
以就這四個吧	24
我的風	24
麼會有	24
一定不會	24
我應該是	24
可能應	24
可能應該	24
首發的	24
上噴火龍	24
上來悲	24
上來悲粗	24
上來悲粗茶	24
這個回合	24
守住好	24
也不是很	24
我剛才	24
有點危	24
有點危險	24
是打不	24
沒有加	24
子彈拳	24
智揮猩	24
對方這	24
所以不	23
有點太	23
現在是	23
後一隻	23
最後一隻	23
但是不	23
輸出手	23
以我就	23
所以我就	23
流星群	23
陸鯊的	23
咬陸鯊的	23
烈咬陸鯊的	23
的特攻	23
我們有	23
的話就	23
最後是	23
會沒有	23
是我可以	23
然後他這裡	23
是很高	23
我也可	23
會直接	23
實也不	23
我的風妖	23
我的風妖精	23
嚇我一	23
所以其	23
以其實	23
的可能性	23
住的話	23
守住的話	23
刷茶炮	23
刷刷茶炮	23
他只能	23
邊下去	23
什麼關	23
麼關係	23
什麼關係	23
所以可能	23
可能想	23
尤其是	23
高速的	23
我可能需	23
我可能需要	23
那你就	23
雖然說	23
死的話	23
是不好打	23
的奇麒	23
的奇麒麟	23
狠辣椒	23
就死了	23
定會中	23
一定會中	23
然後噴	23
精神利	23
神利刃	23
精神利刃	23
一擊必	23
擊必殺	23
一擊必殺	23
的招式	23
最後的	23
也就是	22
確實是	22
就是這	22
根本就	22
就不是	22
是如果	22
個問題	22
沒有人	22
可夢的	22
寶可夢的	22
以選擇	22
可以選擇	22
這個技	22
這個技能	22
的雨天	22
就算了	22
的話可	22
邊可以	22
好幾個	22
果你想	22
如果你想	22
打他的	22
的所以我	22
擊掌左	22
掌左邊	22
擊掌左邊	22
換下去	22
是我不	22
右邊是	22
我也可以	22
吧然後	22
雨天的	22
開雨天	22
應該先	22
其實也不	22
不知道他	22
他首發	22
威嚇我一	22
嚇我一下	22
威嚇我一下	22
怎麼會有	22
我也沒	22
所以其實	22
我是不會	22
定不會死	22
剛好死	22
能會沒	22
可能會沒	22
應該還	22
嚇一下	22
威嚇一下	22
吧因為他	22
會點守	22
會點守住	22
不守住	22
這種隊	22
這種隊伍	22
下回合	22
對面這	22
能比較好	22
可能比較好	22
雙點左	22
雙點左邊	22
有順風	22
需要一	22
會非常	22
好了就	22
是沒有差	22
們這個	22
我們這個	22
尾玄魚的	22
幽尾玄魚的	22
就可以了	22
暴鯉龍	22
想一次	22
冥想一次	22
大家好	21
實際上	21
是真的	21
再加上	21
其實就	21
我們還	21
有技能可	21
差很多	21
的而且	21
特攻手	21
如果要	21
就是我們	21
個隊伍的	21
不一樣	21
也不太	21
之後我	21
麼好打	21
他的物	21
會死啦	21
就是我可	21
死所以	21
幾個人	21
要是我	21
打不了	21
也是一	21
這一場	21
來的話	21
為這個	21
沒有機	21
沒有機會	21
他一定會	21
為我可	21
因為我可	21
有我快	21
可能我	21
其實可以	21
定可以	21
守住嗎	21
加一個	21
守住啦	21
一半左	21
半左右	21
一半左右	21
個噴火	21
他也可能	21
不需要	21
比較麻	21
較麻煩	21
比較麻煩	21
打這隊	21
裡可能	21
這裡可能	21
我不會死	21
不出來	21
但是因	21
為他可	21
但是因為	21
因為他可	21
太好打	21
他如果點	21
都不會	21
要不要	21
加農光	21
話我就	21
的話我就	21
以我這	21
所以我這	21
三旋擊	21
上龍頭	21
上龍頭地	21
上龍頭地鼠	21
我這樣	21
直接打	21
他擊掌	21
這個傷	21
這個傷害	21
是大嘴	21
應該也	21
然後這	21
然後對	21
尖石攻	21
石攻擊	21
尖石攻擊	21
還沒有	20
也不一	20
我們今	20
們今天	20
我們今天	20
環境中	20
所以大	20
的擊掌	20
沒有技能可	20
帶守住	20
順風的	20
會變成	20
強化隊	20
以首發	20
妖精的	20
他是不	20
惡之波	20
惡之波動	20
邊就好了	20
個守住	20
左邊的	20
主要是我	20
左邊可	20
完全打	20
全打不	20
完全打不	20
死但是	20
傷害還	20
那我可以	20
也不知	20
也不知道	20
打這一	20
打這一隊	20
好打的	20
突襲我	20
會死他	20
不太確	20
太確定	20
不太確定	20
我的意	20
我的意思	20
一下吧	20
不太可	20
太可能	20
不太可能	20
我可能應	20
我可能應該	20
很麻煩	20
為我的	20
因為我的	20
他點守	20
他點守住	20
就行了	20
那可能	20
點的是	20
能也會	20
可能也會	20
反射壁	20
也打不	20
可能好	20
他可能想	20
可能就是	20
不太好打	20
雙守住	20
非常多	20
倒是沒有	20
加耐久	20
不會死我	20
一樣的	20
個什麼	20
農光炮	20
加農光炮	20
直接把	20
吧因為我	20
後我這	20
後我上	20
打死的	20
輔助手	20
我後排	20
彩粉蝶	20
後噴火	20
的攻擊	19
是現在	19
差一點	19
也不一定	19
沒辦法	19
我們也	19
有人在	19
是什麼呢	19
開天氣	19
所以對	19
個規則	19
後一個	19
合理的	19
比較強	19
最常見	19
能可以打	19
有技能可以	19
在空間下	19
我已經	19
是隊伍	19
吧就是	19
類型的	19
了因為我	19
嚇他一	19
威嚇他一	19
我甚至	19
能會想	19
不然我	19
可能會想	19
地面系	19
該是不會死	19
應該是不會死	19
守住因	19
住因為	19
守住因為	19
能不是	19
可能不是	19
一定不會死	19
會剛好死	19
擊中了	19
點不點守	19
點不點守住	19
的意思是	19
我的意思是	19
是這個	19
會被我	19
實也沒	19
其實也沒	19
因為大	19
為我這	19
因為我這	19
啦就是	19
我的後	19
我的後排	19
抗惡果	19
能還好	19
可能還好	19
右邊換	19
不好意	19
好意思	19
不好意思	19
你這個	19
有兩個	19
任何一	19
能好一	19
可能好一	19
能好一點	19
可能好一點	19
雖然他	19
有雨天	19
的大嘴	19
擊掌奇	19
傷害不	19
的仆斬	19
這樣可	19
他速度	19
不是不可	19
不是不可能	19
要守住	19
兩個都	19
這樣點	19
我們只	19
我要怎	19
我要怎麼	19
這是個	19
然後噴火	19
變小一	19
樣的話我	19
這樣的話我	19
後的話	19
最後的話	19
了一個	18
就是為	18
一下這	18
讓我們	18
在這個	18
什麼不	18
個人的	18
並沒有	18
要一個	18
實不是	18
點擊掌	18
可以是	18
外一個	18
另外一個	18
特性是	18
以這個	18
的強化	18
最後一個	18
如果對	18
最常見的	18
是對面	18
以打他	18
可以打他	18
技能可以打	18
沒有技能可以	18
打草結	18
個就是我	18
這個就是我	18
還不會	18
一個隊	18
以我可以	18
所以我可以	18
他想說	18
的耐久	18
右邊就好	18
他如果不	18
啦然後	18
邊可能會	18
就不用	18
還好因	18
還好因為	18
好因為他	18
一下好	18
我覺得我	18
是想要	18
我也不知	18
因為這個	18
我也不知道	18
這個遊	18
個遊戲	18
這個遊戲	18
隊的話	18
我也沒有	18
不好我	18
打死他	18
能會比	18
可能會比	18
多耐久	18
什麼傷	18
麼傷害	18
什麼傷害	18
的威力	18
稍微有	18
我不知	18
我不知道	18
不是披帶的	18
下去他	18
需要猜	18
這邊可	18
較好因	18
比較好因	18
較好因為	18
比較好因為	18
鰻魚王	18
吧就這	18
也沒差	18
死因為	18
吃個剩	18
個剩飯	18
吃個剩飯	18
這個有	18
沒有輸	18
也有可	18
也有可能	18
回合我	18
是有可	18
為他可能	18
因為他可能	18
他這一	18
他這一隊	18
他也可能會	18
耿鬼的	18
進攻屬	18
攻屬性	18
進攻屬性	18
而且也	18
的披帶	18
了就這	18
了就這四	18
了就這四個	18
了就這四個吧	18
沒有帶	18
我也不會死	18
會死嗎	18
也不是不可	18
也不是不可能	18
然後我這	18
這裡我	18
啦因為我	18
是雨天	18
下然後	18
力量寶	18
量寶石	18
力量寶石	18
打死的話	18
左邊好	18
還是可	18
復原了	18
要怎麼辦	18
下去的	18
是大嘴鷗	18
體技能	18
突飛猛	18
飛猛撲	18
突飛猛撲	18
空間吧	18
蜥蜴王	18
了好的	18
們就直	18
我們就直	18
們就直接	18
我們就直接	18
盔甲鳥	18
特攻特	18
恰雷姆	18
滅之光	18
冰山風	18
那最後	18
對方是	18
還有一個	17
了而且	17
在沒有	17
非常有	17
擊掌的	17
是仆斬	17
後排的	17
個位置	17
急速折	17
急速折返	17
這個隊伍的	17
但是也	17
別的技	17
別的技能	17
安全的	17
吧可能	17
可以順	17
該是會死	17
應該是會死	17
太強了	17
好了吧	17
三個人	17
點攻擊	17
會想要	17
點攻擊技	17
點攻擊技能	17
次他的	17
一次他的	17
左邊我	17
強化的	17
之力打	17
有差很	17
沒有差很	17
有差很多	17
沒有差很多	17
完美的	17
的好處	17
其實他	17
能會剛	17
可能會剛	17
能會剛好	17
可能會剛好	17
會有一	17
還是比	17
沒有我	17
裡可以	17
這裡可以	17
耐久的	17
後我就	17
好不好我	17
為他如	17
因為他如	17
為他如果	17
因為他如果	17
點點吧	17
一點點吧	17
的我們	17
是文柚	17
柚果的	17
是文柚果	17
文柚果的	17
會下去	17
都還好	17
左邊就	17
這裡應	17
裡應該	17
這裡應該	17
現在就	17
好因為我	17
吧就這四	17
吧就這四個	17
是特攻	17
特攻的	17
是物攻	17
能沒有	17
好了我	17
就只是	17
以我的	17
對面是	17
該是沒	17
應該是沒	17
一次我	17
是有可能	17
下去上	17
什麼差	17
為我現	17
因為我現	17
為我現在	17
因為我現在	17
不會有	17
個人是	17
掌奇襲	17
擊掌奇襲	17
以我應	17
以我應該	17
了一點	17
會需要	17
就是一個	17
很容易	17
其他的	17
四倍弱	17
甜冷美	17
冷美后	17
甜冷美后	17
我知道	17
會擊掌我	17
後我可	17
我會死	17
兩回合	17
一個技	17
一個技能	17
拋下去	17
的手段	17
現在有	17
剩一點	17
猜對了	17
已經結	17
經結束	17
已經結束	17
一下然	17
一下然後	17
現在還	17
打噴火	17
什麼用	17
有影響	17
是不錯	17
冰凍光	17
凍光束	17
冰凍光束	17
是守住	17
通常會	17
的輔助	17
然後我上	17
就是你	17
污泥波	17
他應該會	17
的物防	17
他打死	17
果沒有	17
上大嘴	17
不然他	17
持久力	17
攻特防	17
特攻特防	17
破滅之	17
破滅之光	17
水流裂	17
流裂破	17
水流裂破	17
催眠術	17
到我們	17
冰柱墜	17
柱墜擊	17
冰柱墜擊	17
對方的	17
龍之舞	17
仙子伊	17
子伊布	17
仙子伊布	17
是很強	16
確定他	16
年輕人	16
這樣就	16
一個很	16
太高了	16
什麼都	16
呢因為	16
很可能	16
下我們	16
的玩家	16
個非常	16
我自己	16
能會不	16
可能會不	16
是索羅	16
是索羅亞	16
是索羅亞克	16
在朱紫	16
可以在	16
是仆斬將	16
是仆斬將軍	16
富豪的	16
賽富豪的	16
很嚴重	16
好打他	16
一方面	16
是我們的	16
的賽富	16
的賽富豪	16
是隊伍的	16
的選出	16
第一次	16
我的隊	16
我的隊伍	16
在遊戲	16
玩看看	16
以我其	16
所以我其	16
以我其實	16
所以我其實	16
還蠻強	16
還蠻強的	16
守住就	16
什麼道	16
好的我	16
打我左	16
打我左邊	16
來一次他的	16
再來一次他的	16
比較保	16
好了他	16
我首發	16
中一個	16
剛好沒	16
沒什麼傷	16
沒什麼傷害	16
的快龍	16
現在已	16
在已經	16
現在已經	16
他有可能會	16
贏了啦	16
以防他	16
了那就	16
沼怪的	16
巨沼怪的	16
比我慢	16
適應力	16
加一個人	16
左邊是	16
知道我	16
不死我	16
的風險	16
沒有擊	16
能是圍	16
可能是圍	16
能是圍巾	16
可能是圍巾	16
看不太	16
可能沒有	16
抵抗的	16
可能要	16
還算是	16
就一定	16
除非我	16
他的速	16
他的速度	16
為他可能會	16
因為他可能會	16
後排有	16
會有點	16
是沒差	16
沒有特	16
如果這	16
所以我應	16
所以我應該	16
在場上	16
他的特性	16
能所以	16
是擊掌	16
哮虎的	16
咆哮虎的	16
何一個	16
任何一個	16
格鬥系	16
制技能	16
需要一個	16
覺得這	16
打烈咬	16
個比較	16
三回合	16
嗎其實	16
那也是	16
以可以	16
樣可能	16
很好打	16
打噴火龍	16
點就是	16
左邊好了	16
還是可以	16
下一個	16
我是抗	16
我要怎麼辦	16
要開空	16
要開空間	16
好打我	16
點岩崩	16
不一定會中	16
吸取力	16
取力量	16
吸取力量	16
也是有	16
後對面	16
然後對面	16
的能力	16
可以幫	16
冥想一下	16
我們來	16
樣我們	16
我方這	16
樣的話我們	16
這樣的話我們	16
是直接	15
就是為了	15
我們再	15
是什麼意	15
是什麼意思	15
說這個	15
也不好	15
非常不	15
為現在	15
可能都	15
的結果	15
後我們	15
個寶可	15
個寶可夢	15
這是一	15
們就來	15
我們就來	15
個特性	15
其實有	15
的屬性	15
威力的	15
在屬性	15
在屬性上	15
隊所以	15
火龍跟	15
噴火龍跟	15
第二個	15
跟噴火	15
他有沒	15
能會打	15
他有沒有	15
火龍隊	15
噴火龍隊	15
看這個	15
他這個隊	15
他這個隊伍	15
能會守	15
可能會守	15
能會守住	15
可能會守住	15
看他點	15
好像也	15
沒有用	15
我第一	15
是可以打	15
較保險	15
比較保險	15
後我再	15
然後我再	15
覺得可	15
現在不	15
想不到	15
但是你	15
麼道具	15
什麼道具	15
有點怕	15
風然後	15
只是我	15
一定可	15
一定可以	15
為他這裡	15
因為他這裡	15
以再來	15
可以再來	15
以再來一	15
可以再來一	15
以再來一次	15
可以再來一次	15
爽朗的	15
是那麼好	15
不是那麼好	15
果是這	15
如果是這	15
上賽富	15
上賽富豪	15
有擊中	15
沒有擊中	15
左邊他	15
吧就這四個吧	15
左邊換	15
看到這	15
邊換人	15
這裡如	15
裡如果	15
這裡如果	15
不怎麼樣	15
他還是	15
有輸出	15
還是有點	15
所以我的	15
的花葉	15
的花葉蒂	15
能會是	15
我可以先	15
一點因	15
一點因為	15
順風手	15
點巨聲	15
是因為他	15
開光牆	15
龍然後	15
話可能	15
的話可能	15
能想說	15
可能想說	15
他可能想說	15
快所以	15
的大嘴鷗	15
血然後我	15
滅歌隊	15
滅歌的	15
他點不	15
技能所	15
技能所以	15
飛行系	15
以秒殺	15
我才會	15
也不要	15
防一下	15
打烈咬陸	15
打烈咬陸鯊	15
好了就這	15
好了就這四	15
好了就這四個	15
都不會死	15
所以你	15
不能夠	15
好很好	15
同時剋	15
時剋制	15
同時剋制	15
該不會	15
知道是	15
果他是	15
如果他是	15
是一定要	15
會死吧	15
是不知	15
是不知道	15
只能點	15
滿血的	15
好那我	15
就可以打	15
就贏了	15
經結束了	15
已經結束了	15
不是圍巾的	15
岩石系	15
時候我	15
吃剩飯	15
是還好	15
我選擇	15
能量球	15
不可能會	15
的因為他	15
這樣可能	15
他也是	15
力左邊	15
會畏縮	15
把他打	15
基礎威	15
礎威力	15
基礎威力	15
空間開	15
